id,name,party,photoUrl,website
,Mika Lintilä,Keskusta,https://keskusta.fi/wp-content/uploads/2020/06/lintila-portrait-1000x1000.jpg,
,Markus Lohi,Keskusta,https://keskusta.fi/wp-content/uploads/2024/05/Lohi-Markus-800x800px2-1.jpg,
,Hanna-Leena Mattila,Keskusta,https://keskusta.fi/wp-content/uploads/2020/09/Mattila-Hanna-Leena-800x533px.jpg,
,Timo Mehtälä,Keskusta,https://keskusta.fi/wp-content/uploads/2023/04/Mehtala-Timo.jpg,
,Olga Oinas-Panuma,Keskusta,https://keskusta.fi/wp-content/uploads/2023/04/Oinas-Panuma-Olga.jpg,
,Jouni Ovaska,Keskusta,https://keskusta.fi/wp-content/uploads/2020/05/Ovaska-Jouni-800x533px.jpg,
,Mika Riipi,Keskusta,https://keskusta.fi/wp-content/uploads/2024/09/Riipi-Mika-800x800px.jpg,
,Mikko Savola,Keskusta,https://keskusta.fi/wp-content/uploads/2022/06/Savola-800x533px.jpg,
,Markku Siponen,Keskusta,https://keskusta.fi/wp-content/uploads/2023/04/Siponen-Markku.jpg,
,Eerikki Viljanen,Keskusta,https://keskusta.fi/wp-content/uploads/2023/04/Viljanen-eerikki.jpg,
,Minja Koskela,Vasemmistoliitto,https://vasemmisto.fi/wp-content/uploads/2023/04/EDUSKUNNAN_VIRALLINEN_KUVA_2024_Minja-500x0-c-default.png,
,Aino-Kaisa Pekonen,Vasemmistoliitto,https://vasemmisto.fi/wp-content/uploads/2023/04/EDUSKUNNAN_VIRALLINEN_KUVA_2024_AK-500x0-c-default.png,
,Timo Furuholm,Vasemmistoliitto,https://vasemmisto.fi/wp-content/uploads/2023/04/EDUSKUNNAN_VIRALLINEN_KUVA_2024_Timo-500x0-c-default.png,
,Laura Meriluoto,Vasemmistoliitto,https://vasemmisto.fi/wp-content/uploads/2023/04/EDUSKUNNAN_VIRALLINEN_KUVA_2024_Laura-500x0-c-default.png,
,Veronika Honkasalo,Vasemmistoliitto,https://vasemmisto.fi/wp-content/uploads/2023/04/EDUSKUNNAN_VIRALLINEN_KUVAN_2024_Veronika-500x0-c-default.png,
,Jessi Jokelainen,Vasemmistoliitto,https://vasemmisto.fi/wp-content/uploads/2023/04/EDUSKUNNAN_VIRALLINEN_KUVA_2024_Jessi-500x0-c-default.png,
,Mai Kivelä,Vasemmistoliitto,https://vasemmisto.fi/wp-content/uploads/2023/04/EDUSKUNNAN_VIRALLINEN_KUVA_2024_Mai-500x0-c-default.png,
,Anna Kontula,Vasemmistoliitto,https://vasemmisto.fi/wp-content/uploads/2023/04/EDUSKUNNAN_VIRALLINEN_KUVA_2024_Anna-500x0-c-default.png,
,Pia Lohikoski,Vasemmistoliitto,https://vasemmisto.fi/wp-content/uploads/2023/04/EDUSKUNNAN_VIRALLINEN_KUVA_2024_Pia-500x0-c-default.png,
,Hanna Sarkkinen,Vasemmistoliitto,https://vasemmisto.fi/wp-content/uploads/2023/04/EDUSKUNNAN_VIRALLINEN_KUVA_2024_Hanna-500x0-c-default.png,
,Johanne Yrttiaho,Vasemmistoliitto,https://vasemmisto.fi/wp-content/uploads/2019/04/Johannes_Yrttiaho_EDUSKUNNAN_VIRALLINEN_2024-12_nelio-500x0-c-default.jpg,
,Mari Rantanen,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2019/05/Rantanen-Mari-web-1388-100x140.jpg,
,Jussi Halla-aho,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2019/07/Halla-aho-Jussi-web-1109-100x140.jpg,
,Wille Rydman,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2023/02/Rydman-Wille-web-1282-100x140.jpg,
,Leena Meri,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2015/05/Meri-Leena-web-1349-100x140.jpg,
,Ari Koponen,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2019/05/Koponen-Ari-web-1391-100x140.jpg,
,Riikka Purra,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2019/05/Purra-Riikka-web-1392-100x140.jpg,
,Jorma Piisinen,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2023/04/Piisinen-Jorma-web-1499-100x140.jpg,
,Teemu Keskisarja,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2023/04/Keskisarja-Teemu-web-1498-100x140.jpg,
,Onni Rostila,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2023/04/Rostila-Onni-web-1500-100x140.jpg,
,Arja Juvonen,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2014/03/Juvonen-Arja-web-1129-100x140.jpg,
,Ville Tavio,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2015/04/Tavio-Ville-web-1327-100x140.jpg,
,Vilhelm Junnila,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2019/05/Junnila-Vilhelm-web-1409-100x140.jpg,
,Mikko Lundén,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2019/05/Lunden-Mikko-web-1410-100x140.jpg,
,Ritva Kike Elomaa,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2014/03/Elomaa-Ritva-web-1096-100x140.jpg,
,Laura Huhtasaari,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2015/04/Huhtasaari-Laura-web-1333-100x140.jpg,
,Jari Koskela,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2019/05/Koskela-Jari-web-1413-100x140.jpg,
,Petri Huru,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2019/07/Huru-Petri-web-1467-100x140.jpg,
,Jari Ronkainen,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2015/04/Ronkainen-Jari-web-1308-100x140.jpg,
,Lulu Ranne,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2019/05/Ranne-Lulu-web-1417-100x140.jpg,
,Rami Lehtinen,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2023/04/Lehtinen-Rami-web-1508-100x140.jpg,
,Mira Nieminen,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2023/04/Nieminen-Mira-web-1509-100x140.jpg,
,Sami Savio,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2015/04/Savio-Sami-web-1314-100x140.jpg,
,Veijo Niemi,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2019/05/Niemi-Veijo-web-1418-100x140.jpg,
,Sakari Puisto,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2019/05/Puisto-Sakari-web-1419-100x140.jpg,
,Miko Bergbom,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2023/04/Bergbom-Miko-web-1514-100x140.jpg,
,Joakim Vigelius,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2023/04/Vigelius-Joakim-web-1515-100x140.jpg,
,Jani Mäkelä,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2015/04/Makela-Jani-web-1301-100x140.jpg,
,Sheikki Laakso,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2019/05/Laakso-Sheikki-web-1426-100x140.jpg,
,Jaana Strandman,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2023/04/Strandman-Jaana-web-1516-1-100x140.jpg,
,Juho Eerola,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2014/03/Eerola-Juho-web-1093-100x140.jpg,
,Sanna Antikainen,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2019/05/Antikainen-Sanna-web-1434-100x140.jpg,
,Minna Reijonen,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2019/05/Reijonen-Minna-web-1435-100x140.jpg,
,Juha Mäenpää,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2019/05/Maenpaa-Juha-web-1437-100x140.jpg,
,Mauri Peltokangas,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2019/05/Peltokangas-Mauri-web-1439-100x140.jpg,
,Anne Rintamäki,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2023/04/Rintamaki-Anne-web-1526-100x140.jpg,
,Pia Sillanpää,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2023/04/Sillanpaa-Pia-web-1527-100x140.jpg,
,Tomi Immonen,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2023/04/Immonen-Tomi-web-1531-100x140.jpg,
,Kaisa Garedew,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2023/04/Garedew-Kaisa-web-1530_versio-2-100x140.jpg,
,Jenna Simula,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2019/05/Simula-Jenna-web-1450-100x140.jpg,
,Antti Kangas,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2023/04/Kangas-Antti-web-1535-100x140.jpg,
,Merja Rasinkangas,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2024/08/Rasinkangas-Merja-web-911825-100x140.jpg,
,Pekka Aittakumpu,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2024/10/Aittakumpu-Pekka-web-1452-100x140.jpg,
,Ville Vähämäki,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2014/03/Vahamaki-Ville-web-1136-100x140.jpg,
,Kaisa Juuso,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2019/05/Juuso-Kaisa-web-1455-100x140.jpg,
,Sara Seppänen,Perussuomalaiset,https://www.perussuomalaiset.fi/wp-content/uploads/2023/04/Seppanen-Sara-web-1538-100x140.jpg,
,Anders Adlercreutz,RKP,https://sfp.fi/wp-content/uploads/2018/08/2-1-1500x1500.jpg,
,Otto Andersson,RKP,https://sfp.fi/wp-content/uploads/2018/08/5-1-1500x1500.jpg,
,Sandra Bergqvist,RKP,https://sfp.fi/wp-content/uploads/2018/08/1-1-1500x1500.jpg,
,Eva Biaudet,RKP,https://sfp.fi/wp-content/uploads/2018/08/9-1-1500x1500.jpg,
,Christoffer Ingo,RKP,https://sfp.fi/wp-content/uploads/2018/08/8-1-1500x1500.jpg,
,Mats Löfström,RKP,https://sfp.fi/wp-content/uploads/2018/08/7-1-1500x1500.jpg,
,Anders Norrback,RKP,https://sfp.fi/wp-content/uploads/2018/08/6-1-1500x1500.jpg,
,Mikko Ollikainen,RKP,https://sfp.fi/wp-content/uploads/2018/08/10-1-1500x1500.jpg,
,Joakim Strand,RKP,https://sfp.fi/wp-content/uploads/2018/08/4-1-1500x1500.jpg,
,Henrik Wickström,RKP,https://sfp.fi/wp-content/uploads/2018/08/11-1-1500x1500.jpg,
,Alviina Alametsä,Vihreät,https://www.vihreat.fi/wp-content/uploads/2020/10/AlviinaAlametsa-300px.jpg,
,Fatim Diarra,Vihreät,https://www.vihreat.fi/wp-content/uploads/2023/04/218-Fatim-Diarra-e1681297522848.jpg,
,Tiina Elo,Vihreät,https://www.vihreat.fi/wp-content/uploads/2020/10/ELO_TIINA_VIHREÄT_UUSIMAA-1.jpg,
,Bella Forsgrén,Vihreät,https://www.vihreat.fi/wp-content/uploads/2020/10/FORSGREN_BELLA_VIHREAT_KESKI-SUOMI-1.jpg,
,Pekka Haavisto,Vihreät,https://www.vihreat.fi/wp-content/uploads/2020/10/Pekka-Haavisto-KP-1_tif.jpg,
,Atte Harjanne,Vihreät,https://www.vihreat.fi/wp-content/uploads/2020/10/HARJANNE_ATTE_VIHREÄT_HELSINKI-1.jpg,
,Hanna Holopainen,Vihreät,https://www.vihreat.fi/wp-content/uploads/2020/10/HOLOPAINEN_HANNA_VIHREÄT_KAAKKOIS-SUOMI.jpg,
,Inka Hopsu,Vihreät,https://www.vihreat.fi/wp-content/uploads/2020/10/HOPSU_INKA_VIHREÄT_UUSIMAA.jpg,
,Saara Hyrkkö,Vihreät,https://www.vihreat.fi/wp-content/uploads/2020/10/HYRKKÖ_SAARA_VIHREÄT_UUSIMAA.jpg,
,Krista Mikkonen,Vihreät,https://www.vihreat.fi/wp-content/uploads/2020/10/KristaMikkonen-300px.jpg,
,Jenni Pitko,Vihreät,https://www.vihreat.fi/wp-content/uploads/2020/10/PITKO_JENNI_VIHREÄT_OULUN-VAALIPIIRI.jpg,
,Oras Tynkkynen,Vihreät,https://www.vihreat.fi/wp-content/uploads/2023/04/19-Oras-Tynkkynen.jpg,
,Sofia Virta,Vihreät,https://www.vihreat.fi/wp-content/uploads/2020/10/VIRTA_SOFIA_VIHREÄT_VARSINAIS_SUOMI.jpg,
,Peter Östman,Kristillisdemokraatit,,
,Päivi Räsänen,Kristillisdemokraatit,,
,Sari Tanus,Kristillisdemokraatit,,
,Sari Essayah,Kristillisdemokraatit,,
,Mika Poutala,Kristillisdemokraatit,,
,Harry Harkimo,Liike Nyt,https://images.squarespace-cdn.com/content/v1/689db994cb0098770df1eeb5/71b11fea-48ba-4cdc-bbd6-713386cea552/hjallis.png?format=500w,
,Timo Vornanen,Eduskuntaryhmä Timo Vornanen,https://www.eduskunta.fi/FI/kansanedustajat/PublishingImages/Vornanen-Timo-web-1522.jpg?RenditionID=6&Width=128,
